shapeISO,state,aqi,date,shapeISO.1
MY-04,Melaka,25.56,2018-04-01,null
MY-04,Melaka,24.85,2018-05-01,null
MY-04,Melaka,28.93,2018-06-01,null
MY-04,Melaka,33.86,2018-07-01,null
MY-04,Melaka,50.12,2018-08-01,null
MY-04,Melaka,61.03,2018-09-01,null
MY-04,Melaka,54.46,2018-10-01,null
MY-04,Melaka,49.3,2018-11-01,null
MY-04,Melaka,45.41,2018-12-01,null
MY-04,Melaka,47.46,2019-01-01,null
MY-04,Melaka,49.46,2019-02-01,null
MY-04,Melaka,65.24,2019-03-01,null
MY-04,Melaka,59.36,2019-04-01,null
MY-04,Melaka,58.09,2019-05-01,null
MY-04,Melaka,53.65,2019-06-01,null
MY-04,Melaka,60.25,2019-07-01,null
MY-04,Melaka,72.05,2019-08-01,null
MY-04,Melaka,96.54,2019-09-01,null
MY-04,Melaka,60.21,2019-10-01,null
MY-04,Melaka,50.93,2019-11-01,null
MY-04,Melaka,39.26,2019-12-01,null
MY-04,Melaka,42.79,2020-01-01,null
MY-04,Melaka,42.24,2020-02-01,null
MY-04,Melaka,48.73,2020-03-01,null
MY-04,Melaka,43.01,2020-04-01,null
MY-04,Melaka,50.38,2020-05-01,null
MY-04,Melaka,50.12,2020-06-01,null
MY-04,Melaka,51.16,2020-07-01,null
MY-04,Melaka,55.94,2020-08-01,null
MY-04,Melaka,49.13,2020-09-01,null
MY-04,Melaka,52.85,2020-10-01,null
MY-04,Melaka,42.15,2020-11-01,null
MY-04,Melaka,45.68,2020-12-01,null
MY-04,Melaka,39.91,2021-01-01,null
MY-04,Melaka,52.16,2021-02-01,null
MY-04,Melaka,54.34,2021-03-01,null
MY-04,Melaka,60.14,2021-04-01,null
MY-04,Melaka,55.87,2021-05-01,null
MY-04,Melaka,59.18,2021-06-01,null
MY-04,Melaka,60.13,2021-07-01,null
MY-04,Melaka,53.24,2021-08-01,null
MY-04,Melaka,50.3,2021-09-01,null
MY-04,Melaka,54.22,2021-10-01,null
MY-04,Melaka,46.19,2021-11-01,null
MY-04,Melaka,44.56,2021-12-01,null
MY-04,Melaka,42.99,2022-01-01,null
MY-04,Melaka,42.37,2022-02-01,null
MY-04,Melaka,48.61,2022-03-01,null
MY-04,Melaka,52.54,2022-04-01,null
MY-04,Melaka,56.62,2022-05-01,null
MY-04,Melaka,null,2015-07-01,null
MY-04,Melaka,null,2015-08-01,null
MY-04,Melaka,null,2015-09-01,null
MY-04,Melaka,null,2015-10-01,null
MY-04,Melaka,null,2015-11-01,null
MY-04,Melaka,null,2015-12-01,null
MY-04,Melaka,null,2016-01-01,null
MY-04,Melaka,null,2016-02-01,null
MY-04,Melaka,null,2016-03-01,null
MY-04,Melaka,null,2016-04-01,null
MY-04,Melaka,null,2016-05-01,null
MY-04,Melaka,null,2016-06-01,null
MY-04,Melaka,null,2016-07-01,null
MY-04,Melaka,null,2016-08-01,null
MY-04,Melaka,null,2016-09-01,null
MY-04,Melaka,null,2016-10-01,null
MY-04,Melaka,null,2016-11-01,null
MY-04,Melaka,null,2016-12-01,null
MY-05,Negeri Sembilan,46.54,2005-10-01,null
MY-05,Negeri Sembilan,43.26,2005-11-01,null
MY-05,Negeri Sembilan,42.78,2005-12-01,null
MY-05,Negeri Sembilan,45.54,2006-01-01,null
MY-05,Negeri Sembilan,38.09,2006-02-01,null
MY-05,Negeri Sembilan,54.99,2006-03-01,null
MY-05,Negeri Sembilan,49.05,2006-04-01,null
MY-05,Negeri Sembilan,51.0,2006-05-01,null
MY-05,Negeri Sembilan,51.32,2006-06-01,null
MY-05,Negeri Sembilan,55.94,2006-07-01,null
MY-05,Negeri Sembilan,60.66,2006-08-01,null
MY-05,Negeri Sembilan,57.0,2006-09-01,null
MY-05,Negeri Sembilan,77.91,2006-10-01,null
MY-05,Negeri Sembilan,41.9,2006-11-01,null
MY-05,Negeri Sembilan,39.56,2006-12-01,null
MY-05,Negeri Sembilan,36.27,2007-01-01,null
MY-05,Negeri Sembilan,43.0,2007-02-01,null
MY-05,Negeri Sembilan,53.96,2007-03-01,null
MY-05,Negeri Sembilan,44.75,2007-04-01,null
MY-05,Negeri Sembilan,47.72,2007-05-01,null
MY-05,Negeri Sembilan,51.32,2007-06-01,null
MY-05,Negeri Sembilan,52.88,2007-07-01,null
MY-05,Negeri Sembilan,53.74,2007-08-01,null
MY-05,Negeri Sembilan,50.38,2007-09-01,null
MY-05,Negeri Sembilan,48.88,2007-10-01,null
MY-05,Negeri Sembilan,51.18,2007-11-01,null
MY-05,Negeri Sembilan,42.4,2007-12-01,null
MY-05,Negeri Sembilan,42.03,2008-01-01,null
MY-05,Negeri Sembilan,50.14,2008-02-01,null
MY-05,Negeri Sembilan,39.14,2008-03-01,null
MY-05,Negeri Sembilan,44.52,2008-04-01,null
MY-05,Negeri Sembilan,50.2,2008-05-01,null
MY-05,Negeri Sembilan,45.07,2008-06-01,null
MY-05,Negeri Sembilan,45.68,2008-07-01,null
MY-05,Negeri Sembilan,49.86,2008-08-01,null
MY-05,Negeri Sembilan,45.57,2008-09-01,null
MY-05,Negeri Sembilan,40.86,2008-10-01,null
MY-05,Negeri Sembilan,39.83,2008-11-01,null
MY-05,Negeri Sembilan,39.56,2008-12-01,null
MY-05,Negeri Sembilan,39.52,2009-01-01,null
MY-05,Negeri Sembilan,47.0,2009-02-01,null
MY-05,Negeri Sembilan,40.36,2009-03-01,null
MY-05,Negeri Sembilan,42.57,2009-04-01,null
MY-05,Negeri Sembilan,49.29,2009-05-01,null
MY-05,Negeri Sembilan,56.62,2009-06-01,null
MY-05,Negeri Sembilan,56.72,2009-07-01,null
MY-05,Negeri Sembilan,53.69,2009-08-01,null
MY-05,Negeri Sembilan,48.91,2009-09-01,null
MY-05,Negeri Sembilan,49.27,2009-10-01,null
MY-05,Negeri Sembilan,39.79,2009-11-01,null
MY-05,Negeri Sembilan,37.99,2009-12-01,null
MY-05,Negeri Sembilan,40.57,2010-01-01,null
MY-05,Negeri Sembilan,45.0,2010-02-01,null
MY-05,Negeri Sembilan,49.62,2010-03-01,null
MY-05,Negeri Sembilan,45.86,2010-04-01,null
MY-05,Negeri Sembilan,46.8,2010-05-01,null
MY-05,Negeri Sembilan,45.25,2010-06-01,null
MY-05,Negeri Sembilan,46.97,2010-07-01,null
MY-05,Negeri Sembilan,45.99,2010-08-01,null
MY-05,Negeri Sembilan,48.03,2010-09-01,null
MY-05,Negeri Sembilan,52.38,2010-10-01,null
MY-05,Negeri Sembilan,43.8,2010-11-01,null
MY-05,Negeri Sembilan,45.39,2010-12-01,null
MY-05,Negeri Sembilan,43.69,2011-01-01,null
MY-05,Negeri Sembilan,49.97,2011-02-01,null
MY-05,Negeri Sembilan,46.65,2011-03-01,null
MY-05,Negeri Sembilan,49.41,2011-04-01,null
MY-05,Negeri Sembilan,52.97,2011-05-01,null
MY-05,Negeri Sembilan,53.48,2011-06-01,null
MY-05,Negeri Sembilan,57.01,2011-07-01,null
MY-05,Negeri Sembilan,53.39,2011-08-01,null
MY-05,Negeri Sembilan,55.94,2011-09-01,null
MY-05,Negeri Sembilan,42.49,2011-10-01,null
MY-05,Negeri Sembilan,38.69,2011-11-01,null
MY-05,Negeri Sembilan,40.32,2011-12-01,null
MY-05,Negeri Sembilan,44.04,2012-01-01,null
MY-05,Negeri Sembilan,44.91,2012-02-01,null
MY-05,Negeri Sembilan,51.2,2012-03-01,null
MY-05,Negeri Sembilan,47.47,2012-04-01,null
MY-05,Negeri Sembilan,49.87,2012-05-01,null
MY-05,Negeri Sembilan,56.1,2012-06-01,null
MY-05,Negeri Sembilan,47.76,2012-07-01,null
MY-05,Negeri Sembilan,57.7,2012-08-01,null
MY-05,Negeri Sembilan,56.39,2012-09-01,null
MY-05,Negeri Sembilan,48.17,2012-10-01,null
MY-05,Negeri Sembilan,41.16,2012-11-01,null
MY-05,Negeri Sembilan,39.5,2012-12-01,null
MY-05,Negeri Sembilan,43.25,2013-01-01,null
MY-05,Negeri Sembilan,39.1,2013-02-01,null
MY-05,Negeri Sembilan,51.15,2013-03-01,null
MY-05,Negeri Sembilan,51.97,2013-04-01,null
MY-05,Negeri Sembilan,51.7,2013-05-01,null
MY-05,Negeri Sembilan,93.55,2013-06-01,null
MY-05,Negeri Sembilan,56.1,2013-07-01,null
MY-05,Negeri Sembilan,52.4,2013-08-01,null
MY-05,Negeri Sembilan,44.97,2013-09-01,null
MY-05,Negeri Sembilan,40.84,2013-10-01,null
MY-05,Negeri Sembilan,38.87,2013-11-01,null
MY-05,Negeri Sembilan,36.65,2013-12-01,null
MY-05,Negeri Sembilan,39.32,2014-01-01,null
MY-05,Negeri Sembilan,52.42,2014-02-01,null
MY-05,Negeri Sembilan,66.84,2014-03-01,null
MY-05,Negeri Sembilan,50.01,2014-04-01,null
MY-05,Negeri Sembilan,42.06,2014-05-01,null
MY-05,Negeri Sembilan,51.42,2014-06-01,null
MY-05,Negeri Sembilan,52.33,2014-07-01,null
MY-05,Negeri Sembilan,38.84,2014-08-01,null
MY-05,Negeri Sembilan,57.97,2014-09-01,null
MY-05,Negeri Sembilan,59.57,2014-10-01,null
MY-05,Negeri Sembilan,40.87,2014-11-01,null
MY-05,Negeri Sembilan,38.7,2014-12-01,null
MY-05,Negeri Sembilan,41.62,2015-01-01,null
MY-05,Negeri Sembilan,45.2,2015-02-01,null
MY-05,Negeri Sembilan,52.14,2015-03-01,null
MY-05,Negeri Sembilan,45.88,2015-04-01,null
MY-05,Negeri Sembilan,47.83,2015-05-01,null
MY-05,Negeri Sembilan,50.69,2015-06-01,null
MY-05,Negeri Sembilan,40.25,2017-01-01,null
MY-05,Negeri Sembilan,43.63,2017-02-01,null
MY-05,Negeri Sembilan,47.08,2017-03-01,null
MY-05,Negeri Sembilan,35.3,2017-04-01,null
MY-05,Negeri Sembilan,28.1,2017-05-01,null
MY-05,Negeri Sembilan,30.43,2017-06-01,null
MY-05,Negeri Sembilan,29.14,2017-07-01,null
MY-05,Negeri Sembilan,30.88,2017-08-01,null
MY-05,Negeri Sembilan,30.16,2017-09-01,null
MY-05,Negeri Sembilan,33.13,2017-10-01,null
MY-05,Negeri Sembilan,25.97,2017-11-01,null
MY-05,Negeri Sembilan,26.19,2017-12-01,null
MY-05,Negeri Sembilan,23.08,2018-01-01,null
MY-05,Negeri Sembilan,28.96,2018-02-01,null
MY-05,Negeri Sembilan,27.88,2018-03-01,null
MY-05,Negeri Sembilan,28.52,2018-04-01,null
MY-05,Negeri Sembilan,27.55,2018-05-01,null
MY-05,Negeri Sembilan,26.83,2018-06-01,null
MY-05,Negeri Sembilan,27.59,2018-07-01,null
MY-05,Negeri Sembilan,50.25,2018-08-01,null
MY-05,Negeri Sembilan,62.0,2018-09-01,null
MY-05,Negeri Sembilan,55.25,2018-10-01,null
MY-05,Negeri Sembilan,51.15,2018-11-01,null
MY-05,Negeri Sembilan,51.25,2018-12-01,null
MY-05,Negeri Sembilan,49.44,2019-01-01,null
MY-05,Negeri Sembilan,49.62,2019-02-01,null
MY-05,Negeri Sembilan,65.26,2019-03-01,null
MY-05,Negeri Sembilan,58.61,2019-04-01,null
MY-05,Negeri Sembilan,54.02,2019-05-01,null
MY-05,Negeri Sembilan,51.81,2019-06-01,null
MY-05,Negeri Sembilan,61.14,2019-07-01,null
MY-05,Negeri Sembilan,71.45,2019-08-01,null
MY-05,Negeri Sembilan,106.13,2019-09-01,null
MY-05,Negeri Sembilan,60.32,2019-10-01,null
MY-05,Negeri Sembilan,53.84,2019-11-01,null
MY-05,Negeri Sembilan,45.23,2019-12-01,null
MY-05,Negeri Sembilan,48.96,2020-01-01,null
MY-05,Negeri Sembilan,45.91,2020-02-01,null
MY-05,Negeri Sembilan,52.04,2020-03-01,null
MY-05,Negeri Sembilan,45.71,2020-04-01,null
MY-05,Negeri Sembilan,50.7,2020-05-01,null
MY-05,Negeri Sembilan,52.86,2020-06-01,null
MY-05,Negeri Sembilan,53.13,2020-07-01,null
MY-05,Negeri Sembilan,57.66,2020-08-01,null
MY-05,Negeri Sembilan,50.9,2020-09-01,null
MY-05,Negeri Sembilan,52.28,2020-10-01,null
MY-05,Negeri Sembilan,46.68,2020-11-01,null
MY-05,Negeri Sembilan,52.38,2020-12-01,null
MY-05,Negeri Sembilan,47.88,2021-01-01,null
MY-05,Negeri Sembilan,58.53,2021-02-01,null
MY-05,Negeri Sembilan,56.63,2021-03-01,null
MY-05,Negeri Sembilan,57.85,2021-04-01,null
MY-05,Negeri Sembilan,54.83,2021-05-01,null
MY-05,Negeri Sembilan,55.02,2021-06-01,null
MY-05,Negeri Sembilan,55.91,2021-07-01,null
MY-05,Negeri Sembilan,49.4,2021-08-01,null
MY-05,Negeri Sembilan,49.45,2021-09-01,null
MY-05,Negeri Sembilan,52.85,2021-10-01,null
MY-05,Negeri Sembilan,48.76,2021-11-01,null
MY-05,Negeri Sembilan,50.16,2021-12-01,null
MY-05,Negeri Sembilan,50.01,2022-01-01,null
MY-05,Negeri Sembilan,52.24,2022-02-01,null
MY-05,Negeri Sembilan,59.14,2022-03-01,null
MY-05,Negeri Sembilan,64.46,2022-04-01,null
MY-05,Negeri Sembilan,62.99,2022-05-01,null
MY-05,Negeri Sembilan,null,2015-07-01,null
MY-05,Negeri Sembilan,null,2015-08-01,null
MY-05,Negeri Sembilan,null,2015-09-01,null
MY-05,Negeri Sembilan,null,2015-10-01,null
MY-05,Negeri Sembilan,null,2015-11-01,null
MY-05,Negeri Sembilan,null,2015-12-01,null
MY-05,Negeri Sembilan,null,2016-01-01,null
MY-05,Negeri Sembilan,null,2016-02-01,null
MY-05,Negeri Sembilan,null,2016-03-01,null
MY-05,Negeri Sembilan,null,2016-04-01,null
MY-05,Negeri Sembilan,null,2016-05-01,null
MY-05,Negeri Sembilan,null,2016-06-01,null
MY-05,Negeri Sembilan,null,2016-07-01,null
MY-05,Negeri Sembilan,null,2016-08-01,null
MY-05,Negeri Sembilan,null,2016-09-01,null
MY-05,Negeri Sembilan,null,2016-10-01,null
MY-05,Negeri Sembilan,null,2016-11-01,null
MY-05,Negeri Sembilan,null,2016-12-01,null
MY-12,Sabah,34.58,2005-10-01,null
MY-12,Sabah,34.24,2005-11-01,null
MY-12,Sabah,38.0,2005-12-01,null
MY-12,Sabah,42.74,2006-01-01,null
MY-12,Sabah,43.46,2006-02-01,null
MY-12,Sabah,44.9,2006-03-01,null
MY-12,Sabah,43.39,2006-04-01,null
MY-12,Sabah,41.94,2006-05-01,null
MY-12,Sabah,35.8,2006-06-01,null
MY-12,Sabah,44.44,2006-07-01,null
MY-12,Sabah,47.1,2006-08-01,null
MY-12,Sabah,46.36,2006-09-01,null
MY-12,Sabah,57.05,2006-10-01,null
MY-12,Sabah,43.8,2006-11-01,null
MY-12,Sabah,39.27,2006-12-01,null
MY-12,Sabah,39.51,2007-01-01,null
MY-12,Sabah,44.69,2007-02-01,null
MY-12,Sabah,45.27,2007-03-01,null
MY-12,Sabah,43.36,2007-04-01,null
MY-12,Sabah,38.71,2007-05-01,null
MY-12,Sabah,38.92,2007-06-01,null
MY-12,Sabah,42.03,2007-07-01,null
MY-12,Sabah,44.42,2007-08-01,null
MY-12,Sabah,45.66,2007-09-01,null
MY-12,Sabah,41.89,2007-10-01,null
MY-12,Sabah,40.03,2007-11-01,null
MY-12,Sabah,37.59,2007-12-01,null
MY-12,Sabah,38.7,2008-01-01,null
MY-12,Sabah,38.01,2008-02-01,null
MY-12,Sabah,35.77,2008-03-01,null
MY-12,Sabah,37.1,2008-04-01,null
MY-12,Sabah,38.28,2008-05-01,null
MY-12,Sabah,34.67,2008-06-01,null
MY-12,Sabah,33.23,2008-07-01,null
MY-12,Sabah,36.76,2008-08-01,null
MY-12,Sabah,35.14,2008-09-01,null
MY-12,Sabah,33.01,2008-10-01,null
MY-12,Sabah,33.29,2008-11-01,null
MY-12,Sabah,34.53,2008-12-01,null
MY-12,Sabah,32.42,2009-01-01,null
MY-12,Sabah,34.85,2009-02-01,null
MY-12,Sabah,35.47,2009-03-01,null
MY-12,Sabah,37.62,2009-04-01,null
MY-12,Sabah,33.17,2009-05-01,null
MY-12,Sabah,35.46,2009-06-01,null
MY-12,Sabah,38.43,2009-07-01,null
MY-12,Sabah,43.78,2009-08-01,null
MY-12,Sabah,45.47,2009-09-01,null
MY-12,Sabah,33.72,2009-10-01,null
MY-12,Sabah,30.9,2009-11-01,null
MY-12,Sabah,33.44,2009-12-01,null
MY-12,Sabah,33.51,2010-01-01,null
MY-12,Sabah,38.8,2010-02-01,null
MY-12,Sabah,41.85,2010-03-01,null
MY-12,Sabah,36.26,2010-04-01,null
MY-12,Sabah,29.26,2010-05-01,null
MY-12,Sabah,30.35,2010-06-01,null
MY-12,Sabah,31.18,2010-07-01,null
MY-12,Sabah,31.3,2010-08-01,null
MY-12,Sabah,32.42,2010-09-01,null
MY-12,Sabah,34.17,2010-10-01,null
MY-12,Sabah,30.58,2010-11-01,null
MY-12,Sabah,31.33,2010-12-01,null
MY-12,Sabah,30.04,2011-01-01,null
MY-12,Sabah,33.16,2011-02-01,null
MY-12,Sabah,30.23,2011-03-01,null
MY-12,Sabah,30.87,2011-04-01,null
MY-12,Sabah,34.82,2011-05-01,null
MY-12,Sabah,35.97,2011-06-01,null
MY-12,Sabah,38.46,2011-07-01,null
MY-12,Sabah,37.22,2011-08-01,null
MY-12,Sabah,35.21,2011-09-01,null
MY-12,Sabah,34.72,2011-10-01,null
MY-12,Sabah,31.89,2011-11-01,null
MY-12,Sabah,33.13,2011-12-01,null
MY-12,Sabah,34.88,2012-01-01,null
MY-12,Sabah,34.95,2012-02-01,null
MY-12,Sabah,33.7,2012-03-01,null
MY-12,Sabah,30.74,2012-04-01,null
MY-12,Sabah,30.66,2012-05-01,null
MY-12,Sabah,36.93,2012-06-01,null
MY-12,Sabah,30.27,2012-07-01,null
MY-12,Sabah,34.93,2012-08-01,null
MY-12,Sabah,38.64,2012-09-01,null
MY-12,Sabah,35.94,2012-10-01,null
MY-12,Sabah,30.24,2012-11-01,null
MY-12,Sabah,33.2,2012-12-01,null
MY-12,Sabah,33.33,2013-01-01,null
MY-12,Sabah,33.83,2013-02-01,null
MY-12,Sabah,38.76,2013-03-01,null
MY-12,Sabah,32.26,2013-04-01,null
MY-12,Sabah,30.78,2013-05-01,null
MY-12,Sabah,43.38,2013-06-01,null
MY-12,Sabah,35.63,2013-07-01,null
MY-12,Sabah,35.59,2013-08-01,null
MY-12,Sabah,34.67,2013-09-01,null
MY-12,Sabah,36.93,2013-10-01,null
MY-12,Sabah,33.06,2013-11-01,null
MY-12,Sabah,28.86,2013-12-01,null
MY-12,Sabah,32.16,2014-01-01,null
MY-12,Sabah,30.9,2014-02-01,null
MY-12,Sabah,35.0,2014-03-01,null
MY-12,Sabah,31.32,2014-04-01,null
MY-12,Sabah,27.56,2014-05-01,null
MY-12,Sabah,30.86,2014-06-01,null
MY-12,Sabah,33.46,2014-07-01,null
MY-12,Sabah,30.47,2014-08-01,null
MY-12,Sabah,34.88,2014-09-01,null
MY-12,Sabah,36.33,2014-10-01,null
MY-12,Sabah,32.97,2014-11-01,null
MY-12,Sabah,31.39,2014-12-01,null
MY-12,Sabah,31.26,2015-01-01,null
MY-12,Sabah,34.21,2015-02-01,null
MY-12,Sabah,37.75,2015-03-01,null
MY-12,Sabah,33.78,2015-04-01,null
MY-12,Sabah,31.64,2015-05-01,null
MY-12,Sabah,29.75,2015-06-01,null
MY-12,Sabah,33.79,2017-01-01,null
MY-12,Sabah,32.54,2017-02-01,null
MY-12,Sabah,32.89,2017-03-01,null
MY-12,Sabah,22.45,2017-04-01,null
MY-12,Sabah,18.74,2017-05-01,null
MY-12,Sabah,17.62,2017-06-01,null
MY-12,Sabah,18.84,2017-07-01,null
MY-12,Sabah,17.44,2017-08-01,null
MY-12,Sabah,18.78,2017-09-01,null
MY-12,Sabah,17.87,2017-10-01,null
MY-12,Sabah,16.72,2017-11-01,null
MY-12,Sabah,15.61,2017-12-01,null
MY-12,Sabah,14.77,2018-01-01,null
MY-12,Sabah,17.49,2018-02-01,null
MY-12,Sabah,17.87,2018-03-01,null
MY-12,Sabah,19.83,2018-04-01,null
MY-12,Sabah,16.73,2018-05-01,null
MY-12,Sabah,17.74,2018-06-01,null
MY-12,Sabah,21.08,2018-07-01,null
MY-12,Sabah,37.81,2018-08-01,null
MY-12,Sabah,43.67,2018-09-01,null
MY-12,Sabah,38.58,2018-10-01,null
MY-12,Sabah,31.58,2018-11-01,null
MY-12,Sabah,31.99,2018-12-01,null
MY-12,Sabah,37.08,2019-01-01,null
MY-12,Sabah,46.32,2019-02-01,null
MY-12,Sabah,50.91,2019-03-01,null
MY-12,Sabah,43.72,2019-04-01,null
MY-12,Sabah,38.64,2019-05-01,null
MY-12,Sabah,31.43,2019-06-01,null
MY-12,Sabah,38.04,2019-07-01,null
MY-12,Sabah,49.05,2019-08-01,null
MY-12,Sabah,61.58,2019-09-01,null
MY-12,Sabah,33.45,2019-10-01,null
MY-12,Sabah,36.92,2019-11-01,null
MY-12,Sabah,27.06,2019-12-01,null
MY-12,Sabah,35.37,2020-01-01,null
MY-12,Sabah,42.24,2020-02-01,null
MY-12,Sabah,42.4,2020-03-01,null
MY-12,Sabah,39.75,2020-04-01,null
MY-12,Sabah,30.45,2020-05-01,null
MY-12,Sabah,27.23,2020-06-01,null
MY-12,Sabah,26.88,2020-07-01,null
MY-12,Sabah,32.75,2020-08-01,null
MY-12,Sabah,28.26,2020-09-01,null
MY-12,Sabah,30.91,2020-10-01,null
MY-12,Sabah,30.66,2020-11-01,null
MY-12,Sabah,27.97,2020-12-01,null
MY-12,Sabah,24.8,2021-01-01,null
MY-12,Sabah,32.32,2021-02-01,null
MY-12,Sabah,34.59,2021-03-01,null
MY-12,Sabah,39.73,2021-04-01,null
MY-12,Sabah,28.34,2021-05-01,null
MY-12,Sabah,31.5,2021-06-01,null
MY-12,Sabah,33.05,2021-07-01,null
MY-12,Sabah,28.83,2021-08-01,null
MY-12,Sabah,25.41,2021-09-01,null
MY-12,Sabah,33.47,2021-10-01,null
MY-12,Sabah,26.71,2021-11-01,null
MY-12,Sabah,33.57,2021-12-01,null
MY-12,Sabah,35.94,2022-01-01,null
MY-12,Sabah,33.19,2022-02-01,null
MY-12,Sabah,31.37,2022-03-01,null
MY-12,Sabah,34.79,2022-04-01,null
MY-12,Sabah,32.81,2022-05-01,null
MY-12,Sabah,null,2015-07-01,null
MY-12,Sabah,null,2015-08-01,null
MY-12,Sabah,null,2015-09-01,null
MY-12,Sabah,null,2015-10-01,null
MY-12,Sabah,null,2015-11-01,null
MY-12,Sabah,null,2015-12-01,null
MY-12,Sabah,null,2016-01-01,null
MY-12,Sabah,null,2016-02-01,null
MY-12,Sabah,null,2016-03-01,null
MY-12,Sabah,null,2016-04-01,null
MY-12,Sabah,null,2016-05-01,null
MY-12,Sabah,null,2016-06-01,null
MY-12,Sabah,null,2016-07-01,null
MY-12,Sabah,null,2016-08-01,null
MY-12,Sabah,null,2016-09-01,null
MY-12,Sabah,null,2016-10-01,null
MY-12,Sabah,null,2016-11-01,null
MY-12,Sabah,null,2016-12-01,null
MY-13,Sarawak,33.22,2005-10-01,null
MY-13,Sarawak,33.37,2005-11-01,null
MY-13,Sarawak,34.0,2005-12-01,null
MY-13,Sarawak,33.75,2006-01-01,null
MY-13,Sarawak,35.3,2006-02-01,null
MY-13,Sarawak,40.28,2006-03-01,null
MY-13,Sarawak,35.1,2006-04-01,null
MY-13,Sarawak,34.11,2006-05-01,null
MY-13,Sarawak,32.65,2006-06-01,null
MY-13,Sarawak,40.99,2006-07-01,null
MY-13,Sarawak,59.4,2006-08-01,null
MY-13,Sarawak,50.24,2006-09-01,null
MY-13,Sarawak,67.87,2006-10-01,null
MY-13,Sarawak,37.91,2006-11-01,null
MY-13,Sarawak,28.87,2006-12-01,null
MY-13,Sarawak,30.64,2007-01-01,null
MY-13,Sarawak,33.49,2007-02-01,null
MY-13,Sarawak,37.4,2007-03-01,null
MY-13,Sarawak,34.76,2007-04-01,null
MY-13,Sarawak,32.42,2007-05-01,null
MY-13,Sarawak,32.96,2007-06-01,null
MY-13,Sarawak,39.09,2007-07-01,null
MY-13,Sarawak,41.91,2007-08-01,null
MY-13,Sarawak,40.45,2007-09-01,null
MY-13,Sarawak,40.92,2007-10-01,null
MY-13,Sarawak,38.27,2007-11-01,null
MY-13,Sarawak,33.25,2007-12-01,null
MY-13,Sarawak,34.73,2008-01-01,null
MY-13,Sarawak,37.23,2008-02-01,null
MY-13,Sarawak,31.99,2008-03-01,null
MY-13,Sarawak,33.98,2008-04-01,null
MY-13,Sarawak,40.24,2008-05-01,null
MY-13,Sarawak,34.64,2008-06-01,null
MY-13,Sarawak,32.11,2008-07-01,null
MY-13,Sarawak,38.3,2008-08-01,null
MY-13,Sarawak,38.08,2008-09-01,null
MY-13,Sarawak,30.86,2008-10-01,null
MY-13,Sarawak,31.14,2008-11-01,null
MY-13,Sarawak,29.43,2008-12-01,null
MY-13,Sarawak,29.34,2009-01-01,null
MY-13,Sarawak,35.71,2009-02-01,null
MY-13,Sarawak,29.38,2009-03-01,null
MY-13,Sarawak,31.65,2009-04-01,null
MY-13,Sarawak,35.88,2009-05-01,null
MY-13,Sarawak,39.87,2009-06-01,null
MY-13,Sarawak,41.37,2009-07-01,null
MY-13,Sarawak,58.13,2009-08-01,null
MY-13,Sarawak,57.29,2009-09-01,null
MY-13,Sarawak,35.0,2009-10-01,null
MY-13,Sarawak,29.96,2009-11-01,null
MY-13,Sarawak,27.11,2009-12-01,null
MY-13,Sarawak,28.04,2010-01-01,null
MY-13,Sarawak,33.57,2010-02-01,null
MY-13,Sarawak,36.93,2010-03-01,null
MY-13,Sarawak,32.37,2010-04-01,null
MY-13,Sarawak,28.45,2010-05-01,null
MY-13,Sarawak,29.13,2010-06-01,null
MY-13,Sarawak,28.32,2010-07-01,null
MY-13,Sarawak,31.58,2010-08-01,null
MY-13,Sarawak,29.06,2010-09-01,null
MY-13,Sarawak,32.69,2010-10-01,null
MY-13,Sarawak,28.53,2010-11-01,null
MY-13,Sarawak,28.94,2010-12-01,null
MY-13,Sarawak,29.75,2011-01-01,null
MY-13,Sarawak,32.88,2011-02-01,null
MY-13,Sarawak,30.96,2011-03-01,null
MY-13,Sarawak,34.69,2011-04-01,null
MY-13,Sarawak,35.09,2011-05-01,null
MY-13,Sarawak,36.99,2011-06-01,null
MY-13,Sarawak,42.4,2011-07-01,null
MY-13,Sarawak,49.6,2011-08-01,null
MY-13,Sarawak,41.16,2011-09-01,null
MY-13,Sarawak,36.06,2011-10-01,null
MY-13,Sarawak,32.4,2011-11-01,null
MY-13,Sarawak,31.97,2011-12-01,null
MY-13,Sarawak,30.7,2012-01-01,null
MY-13,Sarawak,30.7,2012-02-01,null
MY-13,Sarawak,34.02,2012-03-01,null
MY-13,Sarawak,32.7,2012-04-01,null
MY-13,Sarawak,37.27,2012-05-01,null
MY-13,Sarawak,44.27,2012-06-01,null
MY-13,Sarawak,34.3,2012-07-01,null
MY-13,Sarawak,46.54,2012-08-01,null
MY-13,Sarawak,48.97,2012-09-01,null
MY-13,Sarawak,41.13,2012-10-01,null
MY-13,Sarawak,30.33,2012-11-01,null
MY-13,Sarawak,30.87,2012-12-01,null
MY-13,Sarawak,36.24,2013-01-01,null
MY-13,Sarawak,33.86,2013-02-01,null
MY-13,Sarawak,39.75,2013-03-01,null
MY-13,Sarawak,33.66,2013-04-01,null
MY-13,Sarawak,34.29,2013-05-01,null
MY-13,Sarawak,52.35,2013-06-01,null
MY-13,Sarawak,38.02,2013-07-01,null
MY-13,Sarawak,39.98,2013-08-01,null
MY-13,Sarawak,38.89,2013-09-01,null
