date,station,aqi,lat,lon,state,country
2011-06-01,Kapit,35.42,2.014498,112.92736,Sarawak,Malaysia
2011-07-01,Kapit,35.79,2.014498,112.92736,Sarawak,Malaysia
2011-08-01,Kapit,43.15,2.014498,112.92736,Sarawak,Malaysia
2011-09-01,Kapit,40.7,2.014498,112.92736,Sarawak,Malaysia
2011-10-01,Kapit,32.25,2.014498,112.92736,Sarawak,Malaysia
2011-11-01,Kapit,31.48,2.014498,112.92736,Sarawak,Malaysia
2011-12-01,Kapit,30.74,2.014498,112.92736,Sarawak,Malaysia
2012-01-01,Kapit,26.04,2.014498,112.92736,Sarawak,Malaysia
2012-02-01,Kapit,24.54,2.014498,112.92736,Sarawak,Malaysia
2012-03-01,Kapit,25.77,2.014498,112.92736,Sarawak,Malaysia
2012-04-01,Kapit,34.0,2.014498,112.92736,Sarawak,Malaysia
2012-05-01,Kapit,37.12,2.014498,112.92736,Sarawak,Malaysia
2012-06-01,Kapit,43.56,2.014498,112.92736,Sarawak,Malaysia
2012-07-01,Kapit,36.9,2.014498,112.92736,Sarawak,Malaysia
2012-08-01,Kapit,47.67,2.014498,112.92736,Sarawak,Malaysia
2012-09-01,Kapit,48.81,2.014498,112.92736,Sarawak,Malaysia
2012-10-01,Kapit,47.23,2.014498,112.92736,Sarawak,Malaysia
2012-11-01,Kapit,38.55,2.014498,112.92736,Sarawak,Malaysia
2012-12-01,Kapit,37.12,2.014498,112.92736,Sarawak,Malaysia
2013-01-01,Kapit,36.37,2.014498,112.92736,Sarawak,Malaysia
2013-02-01,Kapit,29.05,2.014498,112.92736,Sarawak,Malaysia
2013-03-01,Kapit,34.85,2.014498,112.92736,Sarawak,Malaysia
2013-04-01,Kapit,30.91,2.014498,112.92736,Sarawak,Malaysia
2013-05-01,Kapit,33.0,2.014498,112.92736,Sarawak,Malaysia
2013-06-01,Kapit,48.27,2.014498,112.92736,Sarawak,Malaysia
2013-07-01,Kapit,42.89,2.014498,112.92736,Sarawak,Malaysia
2013-08-01,Kapit,39.98,2.014498,112.92736,Sarawak,Malaysia
2013-09-01,Kapit,44.74,2.014498,112.92736,Sarawak,Malaysia
2013-10-01,Kapit,37.22,2.014498,112.92736,Sarawak,Malaysia
2013-11-01,Kapit,20.43,2.014498,112.92736,Sarawak,Malaysia
2013-12-01,Kapit,18.95,2.014498,112.92736,Sarawak,Malaysia
2014-01-01,Kapit,21.4,2.014498,112.92736,Sarawak,Malaysia
2014-02-01,Kapit,34.95,2.014498,112.92736,Sarawak,Malaysia
2014-03-01,Kapit,33.98,2.014498,112.92736,Sarawak,Malaysia
2014-04-01,Kapit,28.86,2.014498,112.92736,Sarawak,Malaysia
2014-05-01,Kapit,36.1,2.014498,112.92736,Sarawak,Malaysia
2014-06-01,Kapit,36.4,2.014498,112.92736,Sarawak,Malaysia
2014-07-01,Kapit,43.23,2.014498,112.92736,Sarawak,Malaysia
2014-08-01,Kapit,27.48,2.014498,112.92736,Sarawak,Malaysia
2014-09-01,Kapit,32.89,2.014498,112.92736,Sarawak,Malaysia
2014-10-01,Kapit,32.0,2.014498,112.92736,Sarawak,Malaysia
2014-11-01,Kapit,25.75,2.014498,112.92736,Sarawak,Malaysia
2014-12-01,Kapit,24.26,2.014498,112.92736,Sarawak,Malaysia
2015-01-01,Kapit,33.07,2.014498,112.92736,Sarawak,Malaysia
2015-02-01,Kapit,43.15,2.014498,112.92736,Sarawak,Malaysia
2015-03-01,Kapit,41.54,2.014498,112.92736,Sarawak,Malaysia
2015-04-01,Kapit,27.19,2.014498,112.92736,Sarawak,Malaysia
2015-05-01,Kapit,29.18,2.014498,112.92736,Sarawak,Malaysia
2015-06-01,Kapit,23.5,2.014498,112.92736,Sarawak,Malaysia
2017-01-01,Kapit,23.23,2.014498,112.92736,Sarawak,Malaysia
2017-02-01,Kapit,23.4,2.014498,112.92736,Sarawak,Malaysia
2017-03-01,Kapit,22.03,2.014498,112.92736,Sarawak,Malaysia
2017-04-01,Kapit,17.21,2.014498,112.92736,Sarawak,Malaysia
2017-05-01,Kapit,16.4,2.014498,112.92736,Sarawak,Malaysia
2017-06-01,Kapit,14.47,2.014498,112.92736,Sarawak,Malaysia
2017-07-01,Kapit,21.42,2.014498,112.92736,Sarawak,Malaysia
2017-08-01,Kapit,17.5,2.014498,112.92736,Sarawak,Malaysia
2017-09-01,Kapit,19.04,2.014498,112.92736,Sarawak,Malaysia
2017-10-01,Kapit,17.21,2.014498,112.92736,Sarawak,Malaysia
2017-11-01,Kapit,14.54,2.014498,112.92736,Sarawak,Malaysia
2017-12-01,Kapit,13.84,2.014498,112.92736,Sarawak,Malaysia
2018-01-01,Kapit,11.64,2.014498,112.92736,Sarawak,Malaysia
2018-02-01,Kapit,14.23,2.014498,112.92736,Sarawak,Malaysia
2018-03-01,Kapit,16.14,2.014498,112.92736,Sarawak,Malaysia
2018-04-01,Kapit,17.54,2.014498,112.92736,Sarawak,Malaysia
2018-05-01,Kapit,13.8,2.014498,112.92736,Sarawak,Malaysia
2018-06-01,Kapit,15.67,2.014498,112.92736,Sarawak,Malaysia
2018-07-01,Kapit,16.22,2.014498,112.92736,Sarawak,Malaysia
2018-08-01,Kapit,38.47,2.014498,112.92736,Sarawak,Malaysia
2018-09-01,Kapit,43.96,2.014498,112.92736,Sarawak,Malaysia
2018-10-01,Kapit,41.85,2.014498,112.92736,Sarawak,Malaysia
2018-11-01,Kapit,31.17,2.014498,112.92736,Sarawak,Malaysia
2018-12-01,Kapit,26.56,2.014498,112.92736,Sarawak,Malaysia
2019-01-01,Kapit,34.97,2.014498,112.92736,Sarawak,Malaysia
2019-02-01,Kapit,33.52,2.014498,112.92736,Sarawak,Malaysia
2019-03-01,Kapit,42.78,2.014498,112.92736,Sarawak,Malaysia
2019-04-01,Kapit,36.25,2.014498,112.92736,Sarawak,Malaysia
2019-05-01,Kapit,33.48,2.014498,112.92736,Sarawak,Malaysia
2019-06-01,Kapit,31.98,2.014498,112.92736,Sarawak,Malaysia
2019-07-01,Kapit,38.24,2.014498,112.92736,Sarawak,Malaysia
2019-08-01,Kapit,52.26,2.014498,112.92736,Sarawak,Malaysia
2019-09-01,Kapit,65.07,2.014498,112.92736,Sarawak,Malaysia
2019-10-01,Kapit,26.81,2.014498,112.92736,Sarawak,Malaysia
2019-11-01,Kapit,35.26,2.014498,112.92736,Sarawak,Malaysia
2019-12-01,Kapit,20.74,2.014498,112.92736,Sarawak,Malaysia
2020-01-01,Kapit,24.87,2.014498,112.92736,Sarawak,Malaysia
2020-02-01,Kapit,32.51,2.014498,112.92736,Sarawak,Malaysia
2020-03-01,Kapit,28.24,2.014498,112.92736,Sarawak,Malaysia
2020-04-01,Kapit,27.45,2.014498,112.92736,Sarawak,Malaysia
2020-05-01,Kapit,24.21,2.014498,112.92736,Sarawak,Malaysia
2020-06-01,Kapit,21.71,2.014498,112.92736,Sarawak,Malaysia
2020-07-01,Kapit,25.95,2.014498,112.92736,Sarawak,Malaysia
2020-08-01,Kapit,32.03,2.014498,112.92736,Sarawak,Malaysia
2020-09-01,Kapit,24.16,2.014498,112.92736,Sarawak,Malaysia
2020-10-01,Kapit,27.23,2.014498,112.92736,Sarawak,Malaysia
2020-11-01,Kapit,21.77,2.014498,112.92736,Sarawak,Malaysia
2020-12-01,Kapit,25.89,2.014498,112.92736,Sarawak,Malaysia
2021-01-01,Kapit,26.54,2.014498,112.92736,Sarawak,Malaysia
2021-02-01,Kapit,33.84,2.014498,112.92736,Sarawak,Malaysia
2021-03-01,Kapit,34.46,2.014498,112.92736,Sarawak,Malaysia
2021-04-01,Kapit,38.77,2.014498,112.92736,Sarawak,Malaysia
2021-05-01,Kapit,28.81,2.014498,112.92736,Sarawak,Malaysia
2021-06-01,Kapit,28.9,2.014498,112.92736,Sarawak,Malaysia
2021-07-01,Kapit,29.49,2.014498,112.92736,Sarawak,Malaysia
2021-08-01,Kapit,24.72,2.014498,112.92736,Sarawak,Malaysia
2021-09-01,Kapit,26.76,2.014498,112.92736,Sarawak,Malaysia
2021-10-01,Kapit,27.58,2.014498,112.92736,Sarawak,Malaysia
2021-11-01,Kapit,24.96,2.014498,112.92736,Sarawak,Malaysia
2021-12-01,Kapit,24.21,2.014498,112.92736,Sarawak,Malaysia
2022-01-01,Kapit,34.84,2.014498,112.92736,Sarawak,Malaysia
2022-02-01,Kapit,32.85,2.014498,112.92736,Sarawak,Malaysia
2022-03-01,Kapit,38.31,2.014498,112.92736,Sarawak,Malaysia
2022-04-01,Kapit,37.19,2.014498,112.92736,Sarawak,Malaysia
2022-05-01,Kapit,34.5,2.014498,112.92736,Sarawak,Malaysia
2005-10-01,Kemaman,36.39,4.262121,103.425778,Terengganu,Malaysia
2005-11-01,Kemaman,28.78,4.262121,103.425778,Terengganu,Malaysia
2005-12-01,Kemaman,32.65,4.262121,103.425778,Terengganu,Malaysia
2006-01-01,Kemaman,42.18,4.262121,103.425778,Terengganu,Malaysia
2006-02-01,Kemaman,47.79,4.262121,103.425778,Terengganu,Malaysia
2006-03-01,Kemaman,41.13,4.262121,103.425778,Terengganu,Malaysia
2006-04-01,Kemaman,33.57,4.262121,103.425778,Terengganu,Malaysia
2006-05-01,Kemaman,39.85,4.262121,103.425778,Terengganu,Malaysia
2006-06-01,Kemaman,47.98,4.262121,103.425778,Terengganu,Malaysia
2006-07-01,Kemaman,52.66,4.262121,103.425778,Terengganu,Malaysia
2006-08-01,Kemaman,53.6,4.262121,103.425778,Terengganu,Malaysia
2006-09-01,Kemaman,47.22,4.262121,103.425778,Terengganu,Malaysia
2006-10-01,Kemaman,54.0,4.262121,103.425778,Terengganu,Malaysia
2006-11-01,Kemaman,30.43,4.262121,103.425778,Terengganu,Malaysia
2006-12-01,Kemaman,41.44,4.262121,103.425778,Terengganu,Malaysia
2007-01-01,Kemaman,42.45,4.262121,103.425778,Terengganu,Malaysia
2007-02-01,Kemaman,38.43,4.262121,103.425778,Terengganu,Malaysia
2007-03-01,Kemaman,36.3,4.262121,103.425778,Terengganu,Malaysia
2007-04-01,Kemaman,33.07,4.262121,103.425778,Terengganu,Malaysia
2007-05-01,Kemaman,35.48,4.262121,103.425778,Terengganu,Malaysia
2007-06-01,Kemaman,38.0,4.262121,103.425778,Terengganu,Malaysia
2007-07-01,Kemaman,41.19,4.262121,103.425778,Terengganu,Malaysia
2007-08-01,Kemaman,44.02,4.262121,103.425778,Terengganu,Malaysia
2007-09-01,Kemaman,46.66,4.262121,103.425778,Terengganu,Malaysia
2007-10-01,Kemaman,40.85,4.262121,103.425778,Terengganu,Malaysia
2007-11-01,Kemaman,41.87,4.262121,103.425778,Terengganu,Malaysia
2007-12-01,Kemaman,40.71,4.262121,103.425778,Terengganu,Malaysia
2008-01-01,Kemaman,42.13,4.262121,103.425778,Terengganu,Malaysia
2008-02-01,Kemaman,45.93,4.262121,103.425778,Terengganu,Malaysia
2008-03-01,Kemaman,34.51,4.262121,103.425778,Terengganu,Malaysia
2008-04-01,Kemaman,38.63,4.262121,103.425778,Terengganu,Malaysia
2008-05-01,Kemaman,47.32,4.262121,103.425778,Terengganu,Malaysia
2008-06-01,Kemaman,41.12,4.262121,103.425778,Terengganu,Malaysia
2008-07-01,Kemaman,34.14,4.262121,103.425778,Terengganu,Malaysia
2008-08-01,Kemaman,36.05,4.262121,103.425778,Terengganu,Malaysia
2008-09-01,Kemaman,37.42,4.262121,103.425778,Terengganu,Malaysia
2008-10-01,Kemaman,33.9,4.262121,103.425778,Terengganu,Malaysia
2008-11-01,Kemaman,29.14,4.262121,103.425778,Terengganu,Malaysia
2008-12-01,Kemaman,32.12,4.262121,103.425778,Terengganu,Malaysia
2009-01-01,Kemaman,37.61,4.262121,103.425778,Terengganu,Malaysia
2009-02-01,Kemaman,34.79,4.262121,103.425778,Terengganu,Malaysia
2009-03-01,Kemaman,25.56,4.262121,103.425778,Terengganu,Malaysia
2009-04-01,Kemaman,32.53,4.262121,103.425778,Terengganu,Malaysia
2009-05-01,Kemaman,37.28,4.262121,103.425778,Terengganu,Malaysia
2009-06-01,Kemaman,43.02,4.262121,103.425778,Terengganu,Malaysia
2009-07-01,Kemaman,44.73,4.262121,103.425778,Terengganu,Malaysia
2009-08-01,Kemaman,41.69,4.262121,103.425778,Terengganu,Malaysia
2009-09-01,Kemaman,40.39,4.262121,103.425778,Terengganu,Malaysia
2009-10-01,Kemaman,37.71,4.262121,103.425778,Terengganu,Malaysia
2009-11-01,Kemaman,26.0,4.262121,103.425778,Terengganu,Malaysia
2009-12-01,Kemaman,32.57,4.262121,103.425778,Terengganu,Malaysia
2010-01-01,Kemaman,32.36,4.262121,103.425778,Terengganu,Malaysia
2010-02-01,Kemaman,29.09,4.262121,103.425778,Terengganu,Malaysia
2010-03-01,Kemaman,31.15,4.262121,103.425778,Terengganu,Malaysia
2010-04-01,Kemaman,33.74,4.262121,103.425778,Terengganu,Malaysia
2010-05-01,Kemaman,52.6,4.262121,103.425778,Terengganu,Malaysia
2010-06-01,Kemaman,38.64,4.262121,103.425778,Terengganu,Malaysia
2010-07-01,Kemaman,36.52,4.262121,103.425778,Terengganu,Malaysia
2010-08-01,Kemaman,35.95,4.262121,103.425778,Terengganu,Malaysia
2010-09-01,Kemaman,31.81,4.262121,103.425778,Terengganu,Malaysia
2010-10-01,Kemaman,37.32,4.262121,103.425778,Terengganu,Malaysia
2010-11-01,Kemaman,31.1,4.262121,103.425778,Terengganu,Malaysia
2010-12-01,Kemaman,29.94,4.262121,103.425778,Terengganu,Malaysia
2011-01-01,Kemaman,40.17,4.262121,103.425778,Terengganu,Malaysia
2011-02-01,Kemaman,37.08,4.262121,103.425778,Terengganu,Malaysia
2011-03-01,Kemaman,31.11,4.262121,103.425778,Terengganu,Malaysia
2011-04-01,Kemaman,31.8,4.262121,103.425778,Terengganu,Malaysia
2011-05-01,Kemaman,41.14,4.262121,103.425778,Terengganu,Malaysia
2011-06-01,Kemaman,45.18,4.262121,103.425778,Terengganu,Malaysia
2011-07-01,Kemaman,48.36,4.262121,103.425778,Terengganu,Malaysia
2011-08-01,Kemaman,44.79,4.262121,103.425778,Terengganu,Malaysia
2011-09-01,Kemaman,45.3,4.262121,103.425778,Terengganu,Malaysia
2011-10-01,Kemaman,44.49,4.262121,103.425778,Terengganu,Malaysia
2011-11-01,Kemaman,35.53,4.262121,103.425778,Terengganu,Malaysia
2011-12-01,Kemaman,46.16,4.262121,103.425778,Terengganu,Malaysia
2012-01-01,Kemaman,49.4,4.262121,103.425778,Terengganu,Malaysia
2012-02-01,Kemaman,48.97,4.262121,103.425778,Terengganu,Malaysia
2012-03-01,Kemaman,45.28,4.262121,103.425778,Terengganu,Malaysia
2012-04-01,Kemaman,51.39,4.262121,103.425778,Terengganu,Malaysia
2012-05-01,Kemaman,56.89,4.262121,103.425778,Terengganu,Malaysia
2012-06-01,Kemaman,60.84,4.262121,103.425778,Terengganu,Malaysia
2012-07-01,Kemaman,57.47,4.262121,103.425778,Terengganu,Malaysia
2012-08-01,Kemaman,58.17,4.262121,103.425778,Terengganu,Malaysia
2012-09-01,Kemaman,59.08,4.262121,103.425778,Terengganu,Malaysia
2012-10-01,Kemaman,49.76,4.262121,103.425778,Terengganu,Malaysia
2012-11-01,Kemaman,44.97,4.262121,103.425778,Terengganu,Malaysia
2012-12-01,Kemaman,44.58,4.262121,103.425778,Terengganu,Malaysia
2013-01-01,Kemaman,49.86,4.262121,103.425778,Terengganu,Malaysia
2013-02-01,Kemaman,47.04,4.262121,103.425778,Terengganu,Malaysia
2013-03-01,Kemaman,48.75,4.262121,103.425778,Terengganu,Malaysia
2013-04-01,Kemaman,45.0,4.262121,103.425778,Terengganu,Malaysia
2013-05-01,Kemaman,45.45,4.262121,103.425778,Terengganu,Malaysia
2013-06-01,Kemaman,83.51,4.262121,103.425778,Terengganu,Malaysia
2013-07-01,Kemaman,57.79,4.262121,103.425778,Terengganu,Malaysia
2013-08-01,Kemaman,57.93,4.262121,103.425778,Terengganu,Malaysia
2013-09-01,Kemaman,53.11,4.262121,103.425778,Terengganu,Malaysia
2013-10-01,Kemaman,44.96,4.262121,103.425778,Terengganu,Malaysia
2013-11-01,Kemaman,34.71,4.262121,103.425778,Terengganu,Malaysia
2013-12-01,Kemaman,36.48,4.262121,103.425778,Terengganu,Malaysia
2014-01-01,Kemaman,47.85,4.262121,103.425778,Terengganu,Malaysia
2014-02-01,Kemaman,45.73,4.262121,103.425778,Terengganu,Malaysia
2014-03-01,Kemaman,52.46,4.262121,103.425778,Terengganu,Malaysia
2014-04-01,Kemaman,56.0,4.262121,103.425778,Terengganu,Malaysia
2014-05-01,Kemaman,55.49,4.262121,103.425778,Terengganu,Malaysia
2014-06-01,Kemaman,50.64,4.262121,103.425778,Terengganu,Malaysia
2014-07-01,Kemaman,51.07,4.262121,103.425778,Terengganu,Malaysia
2014-08-01,Kemaman,47.38,4.262121,103.425778,Terengganu,Malaysia
2014-09-01,Kemaman,62.45,4.262121,103.425778,Terengganu,Malaysia
2014-10-01,Kemaman,52.89,4.262121,103.425778,Terengganu,Malaysia
2014-11-01,Kemaman,37.71,4.262121,103.425778,Terengganu,Malaysia
2014-12-01,Kemaman,41.0,4.262121,103.425778,Terengganu,Malaysia
2015-01-01,Kemaman,52.59,4.262121,103.425778,Terengganu,Malaysia
2015-02-01,Kemaman,49.73,4.262121,103.425778,Terengganu,Malaysia
2015-03-01,Kemaman,49.59,4.262121,103.425778,Terengganu,Malaysia
2015-04-01,Kemaman,46.2,4.262121,103.425778,Terengganu,Malaysia
2015-05-01,Kemaman,45.28,4.262121,103.425778,Terengganu,Malaysia
2015-06-01,Kemaman,53.42,4.262121,103.425778,Terengganu,Malaysia
2017-01-01,Kemaman,47.69,4.262121,103.425778,Terengganu,Malaysia
2017-02-01,Kemaman,49.8,4.262121,103.425778,Terengganu,Malaysia
2017-03-01,Kemaman,48.07,4.262121,103.425778,Terengganu,Malaysia
2017-04-01,Kemaman,28.7,4.262121,103.425778,Terengganu,Malaysia
2017-05-01,Kemaman,21.98,4.262121,103.425778,Terengganu,Malaysia
2017-06-01,Kemaman,21.42,4.262121,103.425778,Terengganu,Malaysia
2017-07-01,Kemaman,25.21,4.262121,103.425778,Terengganu,Malaysia
2017-08-01,Kemaman,21.42,4.262121,103.425778,Terengganu,Malaysia
2017-09-01,Kemaman,21.08,4.262121,103.425778,Terengganu,Malaysia
2017-10-01,Kemaman,19.59,4.262121,103.425778,Terengganu,Malaysia
2017-11-01,Kemaman,17.3,4.262121,103.425778,Terengganu,Malaysia
2017-12-01,Kemaman,20.43,4.262121,103.425778,Terengganu,Malaysia
2018-01-01,Kemaman,17.13,4.262121,103.425778,Terengganu,Malaysia
2018-02-01,Kemaman,30.7,4.262121,103.425778,Terengganu,Malaysia
2018-03-01,Kemaman,28.83,4.262121,103.425778,Terengganu,Malaysia
2018-04-01,Kemaman,23.04,4.262121,103.425778,Terengganu,Malaysia
2018-05-01,Kemaman,18.48,4.262121,103.425778,Terengganu,Malaysia
2018-06-01,Kemaman,22.31,4.262121,103.425778,Terengganu,Malaysia
2018-07-01,Kemaman,29.79,4.262121,103.425778,Terengganu,Malaysia
2018-08-01,Kemaman,45.54,4.262121,103.425778,Terengganu,Malaysia
2018-09-01,Kemaman,52.14,4.262121,103.425778,Terengganu,Malaysia
2018-10-01,Kemaman,44.78,4.262121,103.425778,Terengganu,Malaysia
2018-11-01,Kemaman,41.44,4.262121,103.425778,Terengganu,Malaysia
2018-12-01,Kemaman,37.93,4.262121,103.425778,Terengganu,Malaysia
2019-01-01,Kemaman,46.47,4.262121,103.425778,Terengganu,Malaysia
2019-02-01,Kemaman,50.19,4.262121,103.425778,Terengganu,Malaysia
2019-03-01,Kemaman,56.93,4.262121,103.425778,Terengganu,Malaysia
2019-04-01,Kemaman,57.91,4.262121,103.425778,Terengganu,Malaysia
2019-05-01,Kemaman,53.42,4.262121,103.425778,Terengganu,Malaysia
2019-06-01,Kemaman,53.07,4.262121,103.425778,Terengganu,Malaysia
2019-07-01,Kemaman,57.41,4.262121,103.425778,Terengganu,Malaysia
2019-08-01,Kemaman,66.59,4.262121,103.425778,Terengganu,Malaysia
2019-09-01,Kemaman,79.67,4.262121,103.425778,Terengganu,Malaysia
2019-10-01,Kemaman,44.88,4.262121,103.425778,Terengganu,Malaysia
2019-11-01,Kemaman,42.98,4.262121,103.425778,Terengganu,Malaysia
2019-12-01,Kemaman,43.36,4.262121,103.425778,Terengganu,Malaysia
2020-01-01,Kemaman,44.35,4.262121,103.425778,Terengganu,Malaysia
2020-02-01,Kemaman,49.43,4.262121,103.425778,Terengganu,Malaysia
2020-03-01,Kemaman,50.86,4.262121,103.425778,Terengganu,Malaysia
2020-04-01,Kemaman,45.02,4.262121,103.425778,Terengganu,Malaysia
2020-05-01,Kemaman,42.74,4.262121,103.425778,Terengganu,Malaysia
2020-06-01,Kemaman,48.1,4.262121,103.425778,Terengganu,Malaysia
2020-07-01,Kemaman,47.86,4.262121,103.425778,Terengganu,Malaysia
2020-08-01,Kemaman,47.1,4.262121,103.425778,Terengganu,Malaysia
2020-09-01,Kemaman,47.95,4.262121,103.425778,Terengganu,Malaysia
2020-10-01,Kemaman,46.08,4.262121,103.425778,Terengganu,Malaysia
2020-11-01,Kemaman,31.49,4.262121,103.425778,Terengganu,Malaysia
2020-12-01,Kemaman,34.87,4.262121,103.425778,Terengganu,Malaysia
2021-01-01,Kemaman,33.78,4.262121,103.425778,Terengganu,Malaysia
2021-02-01,Kemaman,45.26,4.262121,103.425778,Terengganu,Malaysia
2021-03-01,Kemaman,35.38,4.262121,103.425778,Terengganu,Malaysia
2021-04-01,Kemaman,40.94,4.262121,103.425778,Terengganu,Malaysia
2021-05-01,Kemaman,36.9,4.262121,103.425778,Terengganu,Malaysia
2021-06-01,Kemaman,44.94,4.262121,103.425778,Terengganu,Malaysia
2021-07-01,Kemaman,54.04,4.262121,103.425778,Terengganu,Malaysia
2021-08-01,Kemaman,46.6,4.262121,103.425778,Terengganu,Malaysia
2021-09-01,Kemaman,45.38,4.262121,103.425778,Terengganu,Malaysia
2021-10-01,Kemaman,45.28,4.262121,103.425778,Terengganu,Malaysia
2021-11-01,Kemaman,29.33,4.262121,103.425778,Terengganu,Malaysia
2021-12-01,Kemaman,36.56,4.262121,103.425778,Terengganu,Malaysia
2022-01-01,Kemaman,39.68,4.262121,103.425778,Terengganu,Malaysia
2022-02-01,Kemaman,28.98,4.262121,103.425778,Terengganu,Malaysia
2022-03-01,Kemaman,37.46,4.262121,103.425778,Terengganu,Malaysia
2022-04-01,Kemaman,40.4,4.262121,103.425778,Terengganu,Malaysia
2022-05-01,Kemaman,37.1,4.262121,103.425778,Terengganu,Malaysia
2005-10-01,Keningau,21.28,5.339317,116.163658,Sabah,Malaysia
2005-11-01,Keningau,20.1,5.339317,116.163658,Sabah,Malaysia
2005-12-01,Keningau,36.08,5.339317,116.163658,Sabah,Malaysia
2006-01-01,Keningau,38.21,5.339317,116.163658,Sabah,Malaysia
2006-02-01,Keningau,34.48,5.339317,116.163658,Sabah,Malaysia
2006-03-01,Keningau,40.65,5.339317,116.163658,Sabah,Malaysia
2006-04-01,Keningau,38.75,5.339317,116.163658,Sabah,Malaysia
2006-05-01,Keningau,38.61,5.339317,116.163658,Sabah,Malaysia
2006-06-01,Keningau,36.6,5.339317,116.163658,Sabah,Malaysia
2006-07-01,Keningau,46.79,5.339317,116.163658,Sabah,Malaysia
2006-08-01,Keningau,48.84,5.339317,116.163658,Sabah,Malaysia
2006-09-01,Keningau,46.25,5.339317,116.163658,Sabah,Malaysia
2006-10-01,Keningau,55.79,5.339317,116.163658,Sabah,Malaysia
2006-11-01,Keningau,41.52,5.339317,116.163658,Sabah,Malaysia
2006-12-01,Keningau,38.73,5.339317,116.163658,Sabah,Malaysia
2007-01-01,Keningau,36.13,5.339317,116.163658,Sabah,Malaysia
2007-02-01,Keningau,39.21,5.339317,116.163658,Sabah,Malaysia
2007-03-01,Keningau,44.05,5.339317,116.163658,Sabah,Malaysia
2007-04-01,Keningau,44.33,5.339317,116.163658,Sabah,Malaysia
2007-05-01,Keningau,38.84,5.339317,116.163658,Sabah,Malaysia
2007-06-01,Keningau,37.87,5.339317,116.163658,Sabah,Malaysia
2007-07-01,Keningau,38.97,5.339317,116.163658,Sabah,Malaysia
2007-08-01,Keningau,41.23,5.339317,116.163658,Sabah,Malaysia
2007-09-01,Keningau,40.22,5.339317,116.163658,Sabah,Malaysia
2007-10-01,Keningau,38.32,5.339317,116.163658,Sabah,Malaysia
2007-11-01,Keningau,38.95,5.339317,116.163658,Sabah,Malaysia
2007-12-01,Keningau,37.56,5.339317,116.163658,Sabah,Malaysia
2008-01-01,Keningau,43.71,5.339317,116.163658,Sabah,Malaysia
2008-02-01,Keningau,42.27,5.339317,116.163658,Sabah,Malaysia
2008-03-01,Keningau,34.21,5.339317,116.163658,Sabah,Malaysia
2008-04-01,Keningau,37.05,5.339317,116.163658,Sabah,Malaysia
2008-05-01,Keningau,39.24,5.339317,116.163658,Sabah,Malaysia
2008-06-01,Keningau,36.2,5.339317,116.163658,Sabah,Malaysia
2008-07-01,Keningau,36.66,5.339317,116.163658,Sabah,Malaysia
2008-08-01,Keningau,43.29,5.339317,116.163658,Sabah,Malaysia
2008-09-01,Keningau,39.5,5.339317,116.163658,Sabah,Malaysia
2008-10-01,Keningau,39.35,5.339317,116.163658,Sabah,Malaysia
2008-11-01,Keningau,38.98,5.339317,116.163658,Sabah,Malaysia
2008-12-01,Keningau,43.33,5.339317,116.163658,Sabah,Malaysia
2009-01-01,Keningau,39.29,5.339317,116.163658,Sabah,Malaysia
2009-02-01,Keningau,45.15,5.339317,116.163658,Sabah,Malaysia
2009-03-01,Keningau,41.27,5.339317,116.163658,Sabah,Malaysia
2009-04-01,Keningau,47.52,5.339317,116.163658,Sabah,Malaysia
2009-05-01,Keningau,44.98,5.339317,116.163658,Sabah,Malaysia
2009-06-01,Keningau,48.4,5.339317,116.163658,Sabah,Malaysia
2009-07-01,Keningau,50.11,5.339317,116.163658,Sabah,Malaysia
2009-08-01,Keningau,51.37,5.339317,116.163658,Sabah,Malaysia
2009-09-01,Keningau,47.78,5.339317,116.163658,Sabah,Malaysia
2009-10-01,Keningau,39.79,5.339317,116.163658,Sabah,Malaysia
2009-11-01,Keningau,34.26,5.339317,116.163658,Sabah,Malaysia
2009-12-01,Keningau,34.65,5.339317,116.163658,Sabah,Malaysia
2010-01-01,Keningau,33.64,5.339317,116.163658,Sabah,Malaysia
2010-02-01,Keningau,43.03,5.339317,116.163658,Sabah,Malaysia
2010-03-01,Keningau,44.39,5.339317,116.163658,Sabah,Malaysia
2010-04-01,Keningau,34.74,5.339317,116.163658,Sabah,Malaysia
2010-05-01,Keningau,30.23,5.339317,116.163658,Sabah,Malaysia
2010-06-01,Keningau,31.82,5.339317,116.163658,Sabah,Malaysia
2010-07-01,Keningau,28.44,5.339317,116.163658,Sabah,Malaysia
2010-08-01,Keningau,30.92,5.339317,116.163658,Sabah,Malaysia
2010-09-01,Keningau,29.74,5.339317,116.163658,Sabah,Malaysia
2010-10-01,Keningau,29.07,5.339317,116.163658,Sabah,Malaysia
2010-11-01,Keningau,26.02,5.339317,116.163658,Sabah,Malaysia
2010-12-01,Keningau,29.33,5.339317,116.163658,Sabah,Malaysia
2011-01-01,Keningau,26.97,5.339317,116.163658,Sabah,Malaysia
2011-02-01,Keningau,29.07,5.339317,116.163658,Sabah,Malaysia
2011-03-01,Keningau,27.8,5.339317,116.163658,Sabah,Malaysia
2011-04-01,Keningau,26.47,5.339317,116.163658,Sabah,Malaysia
2011-05-01,Keningau,32.22,5.339317,116.163658,Sabah,Malaysia
